"column_C_ID_TICKET","column_C_REPORTED_DATE","column_C_SUMMARY","column_C_WITEL","column_C_WORK_ZONE","column_C_PERANGKAT"
"INC18784767","2024-11-06 11:37:26","GAMAS R5 | ACCESS | FEEDER | GALIAN / Pihak ketiga | PENYAMBUNGAN | FE-DMO-43 | DARMO | (EST 06/11/2024 20:30) | GPON02-D5-DMO-3  [5/16,5/15,8/16 8/14,8/13,8/12,8/11,8/10,13/12,7/14,7/10,7/2,17/11,4/10,9/14,15/8]; GPON04-D5-DMO-3 [12/13]; GPON05-D5-DMO-3 [5/16,2/8,9/14,13/15,12/10]; GPON06-D5-DMO-3 [13/12,13/11,2/7,2/4,3/7,3/4,3/3,6/6,6/13]; GPON10-D5-DMO-3 [13/7,17/12,17/11,17/10,15/13,17/16,17/15,17/14,17/13,17/9,16/11,8/16,8/15,8/14]; GPON11-D5-DMO-3 [5/10,2/16,12/11,6/14,12/1,4/1,13/14,3/12,3/11,3/8,2/15,2/14,17/9,5/8,2/13,5/7,2/12,17/8,2/10,17/5,2/9,17/4,2/7,2/6,2/5,2/4,2/2,2/1,5/6,4/14,4/12,4/11,4/10,4/9,4/8,5/5,4/7,4/4,4/3,4/2,5/2,5/1,4/15,14/7,6/12,6/11,6/8,13/12,13/3,5/16,6/7 3/10,3/9,3/7,3/6,3/5,3/4,16/4,16/3,5/15,5/13,5/12,5/11,4/6,5/4,5/3,15/8,15/6,15/5,4/13,9/3,14/6,13/7,4/16,2/3,6/5,6/4,4/5]; GPON12-D5-DMO-3 [2/6,6/5]; GPON13-D5-DMO-3 [15/12,15/11] | KT 288 CORE (PIC PAK WIDODO +628123046076)","SURABAYA SELATAN","DMO","ODC-DMO-FNN ODC-DMO-FNN,ODC-DMO-FQY ODC-DMO-FQY,ODC-DMO-FSN ODC-DMO-FSN,ODC-DMO-FUB,ODC-DMO-FBN,FE-DMO-43-01,ODC-DMO-FSK,ODC-DMO-FSN"
"INC18784466","2024-11-06 11:35:48","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR | GANTI DAN TERMINASI ULANG DISTRIBUSI PADA 2 TITIK CLOSURE| DS-KRZ-FE-03-04/05-01 | KRAKSAAN | ODC-KRZ-FC | (EST 06/11/2024 24:00) | GPON00-D5-KRZ-3 [7/2,8/15,12/6] | (PIC: BRIYAN 082245223460)","PASURUAN","KRZ","ODC-KRZ-FC,DS-KRZ-FE-03-04/05-01"
"INC18784582","2024-11-06 11:30:12","(REPAIR) IP T3 TERA : P-D5-KBL TO P-D5-KDO, 2X100G Hu0/14/0/4 & Hu0/18/0/5 DOWN TRAFIK NORMAL","SURABAYA UTARA","KBL",""
"INC18784552","2024-11-06 11:28:30","(REPAIR)  TRA T3 : Termonitor Alarm LOS SKSO Ruas Benculuk - Jember","JEMBER","JER",""
"INC18784524","2024-11-06 11:26:20","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | GANTI KU | DS-PBL-FE-08-02/01.01 | PROBOLINGGO | (EST 06/11/2024 03:00) | ODC-PBL-FP | GPON01-D5-PBL-3 [7/1] | (PIC PAK AHMAD MUJIB +6282114957673)","PASURUAN","PBL","ODC-PBL-FP,DS-PBL-FE-08-02/01.01"
"INC18783502","2024-11-06 11:10:07","[SQM PROACTIVE GAMAS] [ODP-SDA-FC/13]| IboosterG_7911730864054","SIDOARJO","SDA","ODP-SDA-FC/13"
"INC18783314","2024-11-06 11:10:07","[SQM PROACTIVE GAMAS] [ODP-SPJ-FAB/76]| IboosterG_7911730863978","SIDOARJO","SPJ","ODP-SPJ-FAB/76"
"INC18780388","2024-11-06 10:26:52","(RECOVERY) TRA T3: Termonitor Alarm LOS SKSO Ruas Dompu - Empang","NTB","EMP",""
"INC18780301","2024-11-06 10:23:32","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN| DS-PYA-FE-17-01 | PRAYA | (EST 06/11/2024 03:00) | ODC-PYA-FAV | GPON00-D5-PYA-3 [2/11] | (PIC PAK FATHUL HIMNI +6282341019444)","NTB","PRY","DS-PYA-FE-17-01/03-01,ODC-PYA-FAV"
"INC18779601","2024-11-06 10:19:13","(REPAIR) TRA T3: Termonitor Alarm LOS SKSO Ruas Dompu - Empang","NTB","EMP",""
"INC18779575","2024-11-06 10:17:00","NC18779575 [ DWDM RUAS Empang - Dompu ] (REPAIR) IP T3 TERA P-D5-BIM TO P-D5-MTR, BE1 2x100G & 5X10G | P-D5-KLM TO P-D5-KPN, BE 12 2X100G | METRO ME-D5-DMP TO ME-D5-EMP, ETH-5 2x10G | ME-D5-WGP TO ME9-D5-MTR, ETH-8 3X10G DOWN TRAFIK NORMAL","NTB","BIM",""
"INC18778163","2024-11-06 09:50:32","[SQM PROACTIVE GAMAS] [ODP-LMG-FT/24]| IboosterG_8911730859426","SURABAYA UTARA","LMG","ODP-LMG-FT/24"
"INC18778331","2024-11-06 09:50:32","[SQM PROACTIVE GAMAS] [ODP-SIT-FAA/59]| IboosterG_9911730859372","JEMBER","SIT","ODP-SIT-FAA/59"
"INC18778162","2024-11-06 09:50:31","[SQM PROACTIVE GAMAS] [ODP-KML-FAD/9,ODP-KML-FAD/10]| IboosterG_8911730859382","MADURA","KML","ODP-KML-FAD/9,ODP-KML-FAD/10"
"INC18778161","2024-11-06 09:50:31","[SQM PROACTIVE GAMAS] [ODP-MRT-FM/13]| IboosterG_7911730859393","SIDOARJO","MRT","ODP-MRT-FM/13"
"INC18777715","2024-11-06 09:40:18","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR  | PENYAMBUNGAN | DS-DPT-FE-01-01/05 | DAMPIT | (EST 06/11/2024 13:30) | ODC-DPT-FA | GPON00-D5-DPT-3 [3/11, 5/5] | (PIC PAK TEGUH RIYANTO +6281339001008)","MALANG","DPT","ODC-DPT-FA,ODP-DPT-FA/28,ODP-DPT-FA/27,ODP-DPT-FA/30,DS-DPT-FE-01-01/05-01"
"INC18777128","2024-11-06 09:35:07","[SQM PROACTIVE GAMAS] [ODP-SPG-FAA/31]| IboosterG_8971730858522","MADURA","SPG","ODP-SPG-FAA/31"
"INC18776949","2024-11-06 09:35:06","[SQM PROACTIVE GAMAS] [ODP-BLB-FBY/29]| IboosterG_6911730858436","MALANG","BLB","ODP-BLB-FBY/29"
"INC18776015","2024-11-06 09:19:19","GAMAS R5 | ACCESS | FEEDER | AKIBAT RABASAN | PENYAMBUNGAN TEMPORER | FE-SWE-12-01-02-01 | SWETA | ODC-SWE-FAW | (EST 6/11/2024 24:00) | GPON00-D5-SWE-5 [12/15 , 12/16 , 13/1 , 13/2 , 13/3 , 13/4 , 13/5 , 13/6] GPON01-D5-SWE-3 [1/10 , 1/11 , 3/12] GPON00-D5-SWE-3 [17/3 , 17/4]  48 CORE (PIC:ASIS +6282341939008)","NTB","SWE","ODC-SWE-FAW,FE-SWE-12-01"
"INC18775577","2024-11-06 09:10:06","[SQM PROACTIVE GAMAS] [ODP-SPG-FAA/5]| IboosterG_8951730856714","MADURA","SPG","ODP-SPG-FAA/5"
"INC18775754","2024-11-06 09:10:05","[SQM PROACTIVE GAMAS] [ODP-PDA-FB/33]| IboosterG_7911730856775","SIDOARJO","PDA","ODP-PDA-FB/33"
"INC18775549","2024-11-06 09:08:28","GAMAS R5 | ACCESS | ODP | AKIBAT KENDARAAN | PERBAIKAN | ODP-KLH-FD/02 | KALABAHI | (EST 06/11/2024 24:00) | GPON00-D5-KLH-5 [5/1] | (PIC: BINO 085100092835)","NTT","KLH","ODP-KLH-FD/02"
"INC18775028","2024-11-06 08:55:57","GAMAS R5 | ACCESS | GPON | CATUAN PLN | PLN UP | PROBOLINGGO (SBR) | (EST 06/11/2024 12:00) | GPON06-D5-PBL-3SBR | 172.27.104.159 | (PIC PAK AHMAD MUJIB 082114957673)","PASURUAN","PBL","GPON06-D5-PBL-3SBR"
"INC18774849","2024-11-06 08:54:17","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | GANTI TIANG DAN PENYAMBUNGAN | DS-SEL-FE-02-01 | SELONG | (EST 06/11/2024 13:00) | GPON00-D5-SEL-3 [8/7]| (PIC PAK FATHUL HIMNI +6282341019444)","NTB","SEL","ODP-SEL-FAD/38,ODP-SEL-FAD/36,ODP-SEL-FAD/37,ODP-SEL-FAD/39,ODC-SEL-FAD,DS-SEL-FE-02-01/01-01"
"INC18773602","2024-11-06 08:35:07","[SQM PROACTIVE GAMAS] [ODP-MJT-FL/30]| IboosterG_44921730854841","KEDIRI","MJT","ODP-MJT-FL/30"
"INC18773421","2024-11-06 08:35:07","[SQM PROACTIVE GAMAS] [ODP-SDY-FP/12]| IboosterG_8911730854837","SURABAYA UTARA","SDY","ODP-SDY-FP/12"
"INC18771882","2024-11-06 08:05:05","[SQM PROACTIVE GAMAS] [ODP-MJT-FF/31]| IboosterG_44921730853149","KEDIRI","MJT","ODP-MJT-FF/31"
"INC18772009","2024-11-06 08:05:05","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/6]| IboosterG_89181730853117","MADURA","SPG","ODP-SPG-FM/6"
"INC18771141","2024-11-06 07:35:06","[SQM PROACTIVE GAMAS] [ODP-POS-FL/5,ODP-POS-FL/4]| IboosterG_7911730851281","SIDOARJO","POS","ODP-POS-FL/5,ODP-POS-FL/4"
"INC18771046","2024-11-06 07:35:05","[SQM PROACTIVE GAMAS] [ODP-WAT-FB/7]| IboosterG_44911730851282","KEDIRI","WAT","ODP-WAT-FB/7"
"INC18769673","2024-11-06 06:50:10","[SQM PROACTIVE GAMAS] [ODP-MLG-FEJ/20]| IboosterG_6921730848532","MALANG","MLG","ODP-MLG-FEJ/20"
"INC18769672","2024-11-06 06:50:10","[SQM PROACTIVE GAMAS] [ODP-MLG-FBU/7]| IboosterG_6911730848532","MALANG","MLG","ODP-MLG-FBU/7"
"INC18769556","2024-11-06 06:35:05","[SQM PROACTIVE GAMAS] [ODP-SDA-FGF/20]| IboosterG_7911730847849","SIDOARJO","SDA","ODP-SDA-FGF/20"
"INC18768660","2024-11-06 06:00:12","[SQM GAMAS] [GPON00-D5-NJK-3B172.23.207.245] | OLT [SUSPECT RCA: PON PORT DOWN] | IboosterO_1730846440744249","KEDIRI","NJK","GPON00-D5-NJK-3B"
"INC18767607","2024-11-06 04:50:05","[SQM PROACTIVE GAMAS] [ODP-KDI-FAE/37]| IboosterG_44921730841384","KEDIRI","KDI","ODP-KDI-FAE/37"
"INC18767601","2024-11-06 04:50:04","[SQM PROACTIVE GAMAS] [ODP-KPO-FS/34]| IboosterG_20911730841331","MALANG","KPO","ODP-KPO-FS/34"
"INC18767021","2024-11-06 04:35:06","[SQM PROACTIVE GAMAS] [ODP-MJS-FY/4]| IboosterG_7911730840463","SIDOARJO","MJS","ODP-MJS-FY/4"
"INC18766562","2024-11-06 04:05:03","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/4,ODP-SPG-FM/3,ODP-SPG-FM/2]| IboosterG_89161730838718","MADURA","SPG","ODP-SPG-FM/4,ODP-SPG-FM/3,ODP-SPG-FM/2"
"INC18766465","2024-11-06 03:50:14","[SQM PROACTIVE GAMAS] [ODP-GSK-FK/32]| IboosterG_89271730837372","SURABAYA UTARA","GSK","ODP-GSK-FK/32"
"INC18766101","2024-11-06 03:35:08","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/2,ODP-SPG-FM/3,ODP-SPG-FM/4]| IboosterG_89171730836917","MADURA","SPG","ODP-SPG-FM/2,ODP-SPG-FM/3,ODP-SPG-FM/4"
"INC18764955","2024-11-06 02:35:22","[SQM PROACTIVE GAMAS] [ODP-SPG-FAA/5]| IboosterG_8941730833322","MADURA","SPG","ODP-SPG-FAA/5"
"INC18764953","2024-11-06 02:35:21","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/3,ODP-SPG-FM/4,ODP-SPG-FM/2]| IboosterG_89171730833322","MADURA","SPG","ODP-SPG-FM/3,ODP-SPG-FM/4,ODP-SPG-FM/2"
"INC18764082","2024-11-06 02:05:05","[SQM PROACTIVE GAMAS] [ODP-DPT-FA/27]| IboosterG_6921730831436","MALANG","DPT","ODP-DPT-FA/27"
"INC18764214","2024-11-06 02:05:05","[SQM PROACTIVE GAMAS] [ODP-DPT-FA/28]| IboosterG_6911730831436","MALANG","DPT","ODP-DPT-FA/28"
"INC18764215","2024-11-06 02:05:05","[SQM PROACTIVE GAMAS] [ODP-DPT-FA/30]| IboosterG_6931730831436","MALANG","DPT","ODP-DPT-FA/30"
"INC18764181","2024-11-06 01:50:07","[SQM PROACTIVE GAMAS] [ODP-GSK-FN/84]| IboosterG_8911730830571","SURABAYA UTARA","GSK","ODP-GSK-FN/84"
"INC18763207","2024-11-06 01:05:09","[SQM PROACTIVE GAMAS] [ODP-PME-FFA/29,ODP-PME-FFA/28]| IboosterG_8911730827972","MADURA","PME","ODP-PME-FFA/29,ODP-PME-FFA/28"
"INC18763448","2024-11-06 01:05:05","[SQM PROACTIVE GAMAS] [ODP-TUL-FL/78]| IboosterG_44911730828125","KEDIRI","TUL","ODP-TUL-FL/78"
"INC18763168","2024-11-06 00:56:06","(REPAIR) IP T3 P-D5-KBL HundredGigE0/18/0/4 TO P-D4-KDS/BE44 1x100G DOWN TRAFIC NORMAL","SURABAYA UTARA","KBL",""
"INC18763103","2024-11-06 00:50:12","[SQM PROACTIVE GAMAS] [ODP-SPG-FAA/31]| IboosterG_8921730827023","MADURA","SPG","ODP-SPG-FAA/31"
"INC18763303","2024-11-06 00:50:12","[SQM PROACTIVE GAMAS] [ODP-SPG-FAA/4]| IboosterG_8911730827083","MADURA","SPG","ODP-SPG-FAA/4"
"INC18762752","2024-11-06 00:35:12","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/2,ODP-SPG-FM/4,ODP-SPG-FM/3]| IboosterG_89161730826130","MADURA","SPG","ODP-SPG-FM/2,ODP-SPG-FM/4,ODP-SPG-FM/3"
"INC18762753","2024-11-06 00:35:12","[SQM PROACTIVE GAMAS] [ODP-SPG-FM/6,ODP-SPG-FM/5]| IboosterG_89171730826130","MADURA","SPG","ODP-SPG-FM/6,ODP-SPG-FM/5"
"INC18762640","2024-11-06 00:35:11","[SQM PROACTIVE GAMAS] [ODP-KML-FAC/46,ODP-KML-FAC/45]| IboosterG_8911730826080","MADURA","KML","ODP-KML-FAC/46,ODP-KML-FAC/45"
"INC18762633","2024-11-06 00:33:55","GAMAS R5 | ACCESS | CRA | NORMALISASI KU DISTRIBUSI | PERMANEN | DS-SPG-FE-02-01/11-01| SAMPANG | (EST 06/11/2024 05:00) | ODC-SPG-FAA| GPON01-D5-SPG-5 [3/8, 16/5], GPON01-D5-SPG-3 [3/8] (PIC: IQBAL/081333374734)","MADURA","SPG","ODC-SPG-FAA,DS-SPG-FE-02-01/11-01"
"INC18761410","2024-11-05 23:35:06","[SQM PROACTIVE GAMAS] [ODP-KBL-FAG/35]| IboosterG_8911730822554","SURABAYA UTARA","KBL","ODP-KBL-FAG/35"
"INC18758785","2024-11-05 22:27:37","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN | DS-UBN-FE-06-02-03/02-08 | UBUNG | (EST 06/11/2024 03:00) | ODC-UBN-FAM | GPON05-D5-UBN-5 [6/12][6/13][6/14]  | (PIC PAK Kristoforus Boli Pito +6282111121531)","DENPASAR","UBN","ODC-UBN-FAM, DS-UBN-FE-06-02-03/02-08"
"INC18757944","2024-11-05 21:50:04","[SQM PROACTIVE GAMAS] [ODP-MMR-FA/5]| IboosterG_42911730814307","NTT","MMR","ODP-MMR-FA/5"
"INC18756820","2024-11-05 21:11:20","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT POHON | GANTI KU SAMBUNG 2 SISI | DS-TLW-FE-06-05-01 | TALIWANG | (EST 05/11/2024 23:00) | GPON02-D5-TLW-3JRH [1/8] | (PIC PAK FATHUL HIMNI +6282341019444)","NTB","TLW","DS-TLW-FE-06-05-01/05-01,ODC-TLW-FF"
"INC18755892","2024-11-05 20:50:12","[SQM PROACTIVE GAMAS] [ODP-MJS-FB/8]| IboosterG_7911730812661","SIDOARJO","MJS","ODP-MJS-FB/8"
"INC18754111","2024-11-05 19:35:06","[SQM PROACTIVE GAMAS] [ODP-MYR-FTY/16]| IboosterG_7921730808026","SURABAYA SELATAN","MYR","ODP-MYR-FTY/16"
"INC18754110","2024-11-05 19:35:05","[SQM PROACTIVE GAMAS] [ODP-RKT-FCE/24]| IboosterG_7911730808227","SURABAYA SELATAN","RKT","ODP-RKT-FCE/24"
"INC18753093","2024-11-05 19:05:08","[SQM PROACTIVE GAMAS] [ODP-UBN-FAM/18]| IboosterG_33971730803526","DENPASAR","UBN","ODP-UBN-FAM/18"
"INC18753092","2024-11-05 19:05:07","[SQM PROACTIVE GAMAS] [ODP-UBN-FAM/17]| IboosterG_33961730803523","DENPASAR","UBN","ODP-UBN-FAM/17"
"INC18753091","2024-11-05 19:05:07","[SQM PROACTIVE GAMAS] [ODP-UBN-FAM/14]| IboosterG_33951730803517","DENPASAR","UBN","ODP-UBN-FAM/14"
"INC18751066","2024-11-05 18:05:06","[SQM PROACTIVE GAMAS] [ODP-RGL-FAG/5]| IboosterG_44911730802662","MADIUN","RGL","ODP-RGL-FAG/5"
"INC18750769","2024-11-05 17:50:13","[SQM PROACTIVE GAMAS] [ODP-KRN-FC/2]| IboosterG_7911730801828","SIDOARJO","KRN","ODP-KRN-FC/2"
"INC18750400","2024-11-05 17:36:14","GAMAS R5 | ACCESS | DISTRIBUSI | KABEL RUSAK | PENYAMBUNGAN | DS-SDY-FE-01-06/04 | SEDAYU | (EST 05/11/2024 ) | ODC-SDY-FL | GPON00-D5-SDY-2LOW 2/3, 2/2| (PIC: ROFII +6281330572255)","SURABAYA UTARA","SDY","ODC-SDY-FL,ODP-SDY-FL/05,ODP-SDY-FL/08,ODP-SDY-FL/07,ODP-SDY-FL/03,DS-SDY-FE-01-06/04.01"
"INC18749545","2024-11-05 17:19:49","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT POHON | PENYABUNGAN | DS-SBM-FE-04-10/02-01 | SUMBERMANJING | (EST 05/11/2024 20:00) | GPON01-D5-SBM-3 [2/4] | (PIC PAK TEGUH RIYANTO +6281339001008)","MALANG","SBP","DS-SBM-FE-04-10/02-01,ODC-SBM-FG"
"INC18749081","2024-11-05 17:10:13","[SQM PROACTIVE GAMAS] [ODP-SDY-FP/19]| IboosterG_8911730799029","SURABAYA UTARA","SDY","ODP-SDY-FP/19"
"INC18749076","2024-11-05 17:10:11","[SQM PROACTIVE GAMAS] [ODP-MRR-FAA/32]| IboosterG_44911730799113","MADIUN","MRR","ODP-MRR-FAA/32"
"INC18749075","2024-11-05 17:10:10","[SQM PROACTIVE GAMAS] [ODP-BJN-FAG/22,ODP-BJN-FAG/47]| IboosterG_44911730799033","MADIUN","BJN","ODP-BJN-FAG/22,ODP-BJN-FAG/47"
"INC18748314","2024-11-05 16:50:14","[SQM PROACTIVE GAMAS] [ODP-KBN-FJ/1]| IboosterG_6911730798142","KEDIRI","KBN","ODP-KBN-FJ/1"
"INC18748313","2024-11-05 16:50:13","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/1]| IboosterG_44971730798198","MADIUN","MRR","ODP-MRR-FAD/1"
"INC18748312","2024-11-05 16:50:12","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/13]| IboosterG_44951730798198","MADIUN","MRR","ODP-MRR-FAD/13"
"INC18748311","2024-11-05 16:50:11","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/12]| IboosterG_44931730798198","MADIUN","MRR","ODP-MRR-FAD/12"
"INC18748265","2024-11-05 16:50:11","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/10,ODP-MRR-FAD/11]| IboosterG_44941730798198","MADIUN","MRR","ODP-MRR-FAD/10,ODP-MRR-FAD/11"
"INC18748306","2024-11-05 16:50:10","[SQM PROACTIVE GAMAS] [ODP-JGO-FA/7]| IboosterG_44911730798221","MADIUN","JGO","ODP-JGO-FA/7"
"INC18748309","2024-11-05 16:50:10","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/3]| IboosterG_44921730798198","MADIUN","MRR","ODP-MRR-FAD/3"
"INC18748263","2024-11-05 16:50:09","[SQM PROACTIVE GAMAS] [ODP-MRR-FAD/2]| IboosterG_44911730798198","MADIUN","MRR","ODP-MRR-FAD/2"
"INC18748262","2024-11-05 16:50:08","[SQM PROACTIVE GAMAS] [ODP-TET-FAB/42]| IboosterG_40911730795432","NTB","TET","ODP-TET-FAB/42"
"INC18748261","2024-11-05 16:50:06","[SQM PROACTIVE GAMAS] [ODP-KLM-FBC/46]| IboosterG_33911730795416","DENPASAR","KLM","ODP-KLM-FBC/46"
"INC18747517","2024-11-05 16:35:10","[SQM PROACTIVE GAMAS] [ODP-PII-FG/20]| IboosterG_9921730797234","PASURUAN","PII","ODP-PII-FG/20"
"INC18747479","2024-11-05 16:35:10","[SQM PROACTIVE GAMAS] [ODP-BUG-FE/10]| IboosterG_9911730797206","JEMBER","BUG","ODP-BUG-FE/10"
"INC18747516","2024-11-05 16:35:10","[SQM PROACTIVE GAMAS] [ODP-KBL-FAS/19]| IboosterG_8921730797338","SURABAYA UTARA","KBL","ODP-KBL-FAS/19"
"INC18747515","2024-11-05 16:35:10","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/33]| IboosterG_7911730797292","SIDOARJO","KRN","ODP-KRN-FAJ/33"
"INC18747472","2024-11-05 16:35:08","[SQM PROACTIVE GAMAS] [ODP-PNZ-FG/18]| IboosterG_44921730797358","MADIUN","PNZ","ODP-PNZ-FG/18"
"INC18747471","2024-11-05 16:35:08","[SQM PROACTIVE GAMAS] [ODP-BJN-FAG/31,ODP-BJN-FAG/28,ODP-BJN-FAG/41]| IboosterG_44911730797229","MADIUN","BJN","ODP-BJN-FAG/31,ODP-BJN-FAG/28,ODP-BJN-FAG/41"
"INC18746282","2024-11-05 16:14:05","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN | DS-JGO-FE-01-01/01 | JOGOROGO | (EST 05/11/2024 20:00) | GPON00-D5-JGO-5[5/3,1/2]] | (PIC BU CITRA VIOLITA +6281222919594)","MADIUN","JGO","ODP-JGO-FA/09,ODP-JGO-FA/08,ODP-JGO-FA/07,DS-JGO-FE-01-01-01/01.01,ODC-JGO-FA"
"INC18746318","2024-11-05 16:10:07","[SQM PROACTIVE GAMAS] [ODP-SDY-FP/18]| IboosterG_8911730795434","SURABAYA UTARA","SDY","ODP-SDY-FP/18"
"INC18746225","2024-11-05 16:10:07","[SQM PROACTIVE GAMAS] [ODP-GDG-FY/42,ODP-GDG-FY/41,ODP-GDG-FY/40]| IboosterG_6911730795508","MALANG","GDG","ODP-GDG-FY/42,ODP-GDG-FY/41,ODP-GDG-FY/40"
"INC18746221","2024-11-05 16:10:06","[SQM PROACTIVE GAMAS] [ODP-SGR-FDW/17]| IboosterG_33911730793629","SINGARAJA","SGR","ODP-SGR-FDW/17"
"INC18746304","2024-11-05 16:09:41","CANCEL DOBEL TIKET DENGAN INC18725896 | GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PERBAIKAN | DS-MNZ-FE-59-01/03 | MADIUN | (EST 04/11/2024 19:00) | GPON08-D5-MNZ-3DGS[2/1,1/11] | (PIC BU CITRA VIOLITA +6281222919594)","MADIUN","MNZ","ODC-MNZ-FBG,DS-MNZ-FE-59-01/03.01"
"INC18745536","2024-11-05 15:56:57","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT POHON | PENYAMBUNGAN | DS-PKS-FE-16-02/01 | PAKIS | (EST 05/11/2024 19:00) | ODC-PKS-FW | GPON03-D5-PKS-3 [1/14, 1/16]; GPON02-D5-PKS-3 [4/2] | (PIC: TEGUH RIYANTO +6281339001008)","MALANG","PKS","ODC-PKS-FW,DS-PKS-FE-16-02/01-01"
"INC18743897","2024-11-05 15:35:11","[SQM PROACTIVE GAMAS] [ODP-TPO-FAS/68]| IboosterG_7921730793665","SURABAYA SELATAN","TPO","ODP-TPO-FAS/68"
"INC18743885","2024-11-05 15:35:06","[SQM PROACTIVE GAMAS] [ODP-UBN-FBM/61]| IboosterG_33921730791030","DENPASAR","UBN","ODP-UBN-FBM/61"
"INC18742957","2024-11-05 15:19:44","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN | DS-SPJ-FE-11-02/02-01 | SEPANJANG | ODC-SPJ-FAD | (EST 05/11/2024 19:00) | GPON00-D5-SPJ-3 [4/4]| (PIC PAK BACHTIAR +6281332111120)","SIDOARJO","SPJ","ODC-SPJ-FAD,DS-SPJ-FE-11-02/02-01"
"INC18742291","2024-11-05 15:06:56","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT POHON | PENYAMBUNGAN | DS-KRN-FE-16-03/01-01 | KRIAN | (EST 05/11/2024 18:00) | ODC-KRN-FAJ | GPON02-D5-KRN-3 [7/9] | (PIC Bahtiar Barid +6281332111120)","SIDOARJO","KRN","ODC-KRN-FAJ,DS-KRN-FE-16-03/01-01"
"INC18741203","2024-11-05 14:50:15","[SQM PROACTIVE GAMAS] [ODP-PKS-FW/66]| IboosterG_6921730790934","MALANG","PKS","ODP-PKS-FW/66"
"INC18741378","2024-11-05 14:50:14","[SQM PROACTIVE GAMAS] [ODP-KEP-FM/6]| IboosterG_6911730790992","MALANG","KEP","ODP-KEP-FM/6"
"INC18741201","2024-11-05 14:50:14","[SQM PROACTIVE GAMAS] [ODP-PKS-FW/61]| IboosterG_6911730790969","MALANG","PKS","ODP-PKS-FW/61"
"INC18741200","2024-11-05 14:50:12","[SQM PROACTIVE GAMAS] [ODP-PKS-FW/59,ODP-PKS-FW/60]| IboosterG_6911730790934","MALANG","PKS","ODP-PKS-FW/59,ODP-PKS-FW/60"
"INC18741377","2024-11-05 14:50:12","[SQM PROACTIVE GAMAS] [ODP-BTU-FAX/2,ODP-BTU-FAX/1]| IboosterG_6911730790908","MALANG","BTU","ODP-BTU-FAX/2,ODP-BTU-FAX/1"
"INC18741372","2024-11-05 14:50:09","[SQM PROACTIVE GAMAS] [ODP-TUL-FAE/45]| IboosterG_44991730791001","KEDIRI","TUL","ODP-TUL-FAE/45"
"INC18741370","2024-11-05 14:50:07","[SQM PROACTIVE GAMAS] [ODP-UBN-FBK/53]| IboosterG_33921730788217","DENPASAR","UBN","ODP-UBN-FBK/53"
"INC18740210","2024-11-05 14:35:14","[SQM PROACTIVE GAMAS] [ODP-ARB-FE/68]| IboosterG_8941730790053","MADURA","ARB","ODP-ARB-FE/68"
"INC18740384","2024-11-05 14:35:14","[SQM PROACTIVE GAMAS] [ODP-BEA-FAB/23]| IboosterG_8921730790063","MADURA","BEA","ODP-BEA-FAB/23"
"INC18739103","2024-11-05 14:11:25","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN | DS-SDY-FE-01-04-05/01 | SEDAYU | (EST 05/11/2024 18:00 ) | ODC-SDY-FZ | GPON00-D5-SDY-5LOW 1/2, 1/3, 1/4, 1/11 1/7, 1/10| (PIC: ROFII +6281330572255)","SURABAYA UTARA","SDY","ODC-SDY-FZ,DS-SDY-FE-01-04-05/01-01"
"INC18738579","2024-11-05 14:05:12","[SQM PROACTIVE GAMAS] [ODP-SDA-FAC/42]| IboosterG_79381730788485","SIDOARJO","SDA","ODP-SDA-FAC/42"
"INC18738425","2024-11-05 14:05:11","[SQM PROACTIVE GAMAS] [ODP-KPO-FM/17]| IboosterG_6911730788319","MALANG","KPO","ODP-KPO-FM/17"
